id,name,category,summary,best_for,pricing_label,free_plan_signal,verification_status,last_checked,profile_url,source_url,monetized
dinorank,DinoRANK,SEO and growth,AI-relevant AppSumo catalogue record for DinoRANK; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/dinorank.html,,true
directual,Directual,Development,AI-relevant AppSumo catalogue record for Directual; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/directual.html,,true
dreamlit,DREAMLIT,Writing & Content,"Complete DREAMLIT review covering features, pricing, and exclusive lifetime deal","DREAMLIT is an excellent solution for Designers, content creators.",lifetime deal vs Subscription,false,destination-checked,2026-09-22,https://artificial.one/tools/dreamlit-review.html,,true
education-cloud-plus,Education Cloud PLUS,Marketing automation,AI-relevant AppSumo catalogue record for Education Cloud PLUS; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/education-cloud-plus.html,,true
email-badge,Email Badge,Marketing automation,AI-relevant AppSumo catalogue record for Email Badge; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/emailbadge.html,,true
embolden,Embolden,SEO and growth,AI-relevant AppSumo catalogue record for Embolden; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/embolden.html,,true
evolup,Evolup,Business software,AI-relevant AppSumo catalogue record for Evolup; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/evolup.html,,true
ewww,EWWW,AI design,AI-relevant AppSumo catalogue record for EWWW; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/ewww-image-optimizer.html,,true
exposure,Exposure,AI video,AI-relevant AppSumo catalogue record for Exposure; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/exposure.html,,true
feedblitz,FeedBlitz,Marketing automation,AI-relevant AppSumo catalogue record for FeedBlitz; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/feedblitz.html,,true
feederloop,Feederloop,AI video,AI-relevant AppSumo catalogue record for Feederloop; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/feederloop.html,,true
flotiq,Flotiq,AI writing,AI-relevant AppSumo catalogue record for Flotiq; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/flotiq.html,,true
formaloo,Formaloo,Development,AI-relevant AppSumo catalogue record for Formaloo; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/formaloo.html,,true
fynzo-survey,Fynzo Survey,Development,AI-relevant AppSumo catalogue record for Fynzo Survey; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/fynzo-survey.html,,true
getgenie,GetGenie,SEO and growth,AI-relevant AppSumo catalogue record for GetGenie; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/getgenie.html,,true
getshow,GetShow,AI video,AI-relevant AppSumo catalogue record for GetShow; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/getshow.html,,true
gozen,GoZen,Development,AI-relevant AppSumo catalogue record for GoZen; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/gozen-forms.html,,true
growmatik,Growmatik,AI writing,AI-relevant AppSumo catalogue record for Growmatik; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/growmatik.html,,true
happy-scribe,Happy Scribe,AI video,AI-relevant AppSumo catalogue record for Happy Scribe; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/happyscribe.html,,true
headshotly-ai,Headshotly Ai,Writing & Content,"Complete Headshotly Ai review covering features, pricing, and exclusive lifetime deal","Headshotly Ai is an excellent solution for Professionals, businesses.",lifetime deal vs Subscription,false,destination-checked,2026-09-22,https://artificial.one/tools/headshotly-ai-review.html,,true
helloscribe,HelloScribe,Marketing automation,AI-relevant AppSumo catalogue record for HelloScribe; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/helloscribe.html,,true
hexospark,Hexospark,Marketing automation,AI-relevant AppSumo catalogue record for Hexospark; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/hexospark.html,,true
hippo-video,Hippo Video,AI video,AI-relevant AppSumo catalogue record for Hippo Video; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/hippovideo.html,,true
hollyfy,HOLLYFY,AI writing,AI-relevant AppSumo catalogue record for HOLLYFY; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/hollyfy.html,,true
hopscotch,Hopscotch,AI video,AI-relevant AppSumo catalogue record for Hopscotch; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/hopscotch.html,,true
